"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF006376-RA","lipid a export ATP-binding/permease protein msba [Source:Projected from Aedes aegypti (AAEL002468) VB Community Annotation]","A0A182GAI1","aae-miR-932-5p",-18.97,82,122,0.999904896115469
"AALF020733-RA","pangolin [Source:Projected from Aedes aegypti (AAEL000656) VB Community Annotation]","A0A182H356","aae-miR-932-5p",-15.11,1795,1839,0.999889164239226
"AALF014760-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GS33]","A0A182GS33,A0A1W7R8J6","aae-miR-932-5p",-15.23,6317,6351,0.999827220162893
"AALF013217-RA","Putative nucleoplasmin [Source:UniProtKB/TrEMBL;Acc:A0A023EI43]","A0A023EI43","aae-miR-932-5p",-14.44,166,196,0.999827220162893
"AALF024578-RA","glucose transporter (sugar transporter [Source:Projected from Aedes aegypti (AAEL006264) VB Community Annotation]","A0A182H9B1","aae-miR-932-5p",-15.65,1400,1445,0.999706243011833
"AALF006993-RA","Protein import into mitochondrial inner membrane [Source:UniProtKB/TrEMBL;Acc:A0A023EGH8]","A0A023EGH8","aae-miR-932-5p",-17.55,24,62,0.999704715478025
"AALF012687-RA","Palmitoyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GMW0]","A0A182GMW0","aae-miR-932-5p",-15.51,520,589,0.999637576106025
"AALF022352-RA","phosphatidyltransferase [Source:Projected from Aedes aegypti (AAEL001472) VB Community Annotation]","A0A182H5V2","aae-miR-932-5p",-14.3,881,900,0.999637162885115
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aae-miR-932-5p",-16.01,9911,9963,0.999602655047595
"AALF020712-RA","amino acid transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL007191) VB Community Annotation]","A0A182H343","aae-miR-932-5p",-17.35,598,638,0.999474739591396
"AALF019010-RA","Fascin [Source:UniProtKB/TrEMBL;Acc:A0A182H019]","A0A023ETG2,A0A182H019","aae-miR-932-5p",-15.83,819,855,0.999241106858142
