"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF011237-RA","NADH-ubiquinone oxidoreductase [Source:Projected from Aedes aegypti (AAEL012552) VB Community Annotation]","A0A182GJZ1","aae-miR-305-5p",-15.73,214,290,0.999972014350859
"AALF020662-RA","Glucosamine 6-phosphate N-acetyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A023EIL7]","A0A023EIL7","aae-miR-305-5p",-15.29,379,423,0.999970944766146
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aae-miR-305-5p",-14.36,25417,25455,0.999959543567185
"AALF000617-RA","exonuclease nef-sp [Source:Projected from Aedes aegypti (AAEL006744) VB Community Annotation]","A0A023EVG1,A0A182G1E7","aae-miR-305-5p",-17.79,633,678,0.999952372154025
"AALF001475-RA","Non-lysosomal glucosylceramidase [Source:UniProtKB/TrEMBL;Acc:A0A182G2J8]","A0A182G2J8","aae-miR-305-5p",-15.34,2187,2232,0.999949854565817
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aae-miR-305-5p",-18.74,6641,6675,0.999928532253895
"AALF027728-RA","alpha methylacyl-coa racemase [Source:Projected from Aedes aegypti (AAEL013260) VB Community Annotation]","A0A182HE92","aae-miR-305-5p",-14.36,2,37,0.999923396995794
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aae-miR-305-5p",-16,39328,39351,0.999921878626602
"AALF023544-RA","Na-K-Cl cotransporter [Source:Projected from Aedes aegypti lvpagwg (AAEL022891) UniProtKB/TrEMBL;Acc:Q6XL80]","A0A182H7Q1","aae-miR-305-5p",-14.9,533,566,0.999917879140247
"AALF000070-RA","dtdp-glucose 4-6-dehydratase [Source:Projected from Aedes aegypti (AAEL006236) VB Community Annotation]","A0A023ETQ3,A0A182G0L9","aae-miR-305-5p",-19.32,1276,1312,0.999909971448928
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aae-miR-305-5p",-18.8,13419,13463,0.999908532210383
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aae-miR-305-5p",-15.4,788,817,0.999907050022029
"AALF022731-RA","Tetraspanin [Source:UniProtKB/TrEMBL;Acc:A0A023EKN0]","A0A023EKN0","aae-miR-305-5p",-17.02,110,130,0.999906673634376
"AALF023763-RA","Signal recognition particle 54 kDa protein [Source:UniProtKB/TrEMBL;Acc:A0A182H825]","A0A023EQW8,A0A023ERP9,A0A023ES22,A0A182H825","aae-miR-305-5p",-14.16,131,166,0.99990332289577
"AALF004255-RA","acyl-coa dehydrogenase [Source:Projected from Aedes aegypti (AAEL007555) VB Community Annotation]","A0A182G6W1","aae-miR-305-5p",-14.41,265,311,0.999895510800679
"AALF001505-RA","cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008340) VB Community Annotation]","A0A182G2L9","aae-miR-305-5p",-14.91,2387,2412,0.999890639414615
"AALF009494-RA","Hexosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182GGG3]","A0A023ER80,A0A182GGG3","aae-miR-305-5p",-19.07,32,107,0.99988858778822
"AALF008942-RA","Putative vacuolar assembly/sorting protein did2 [Source:UniProtKB/TrEMBL;Acc:A0A023EJE6]","A0A023EJE6","aae-miR-305-5p",-16.41,1184,1215,0.99987375489368
"AALF001573-RA","Small nuclear ribonucleoprotein Sm D1 [Source:UniProtKB/TrEMBL;Acc:A0A023EE31]","A0A023EE31,A0A023EFG7,A0A023EFI8","aae-miR-305-5p",-14.61,2,59,0.99987097449923
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aae-miR-305-5p",-16.31,2276,2329,0.999867537724151
"AALF013274-RA","cyclin [Source:Projected from Aedes aegypti (AAEL001751) VB Community Annotation]","A0A023EK93,A0A182GP49","aae-miR-305-5p",-14.46,93,140,0.999863850268337
