"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF007520-RA","srpk [Source:Projected from Aedes aegypti lvpagwg (AAEL008507) VB Community Annotation]","A0A182GCI0","aae-miR-34-5p",-30.39,10190,10216,167
"AALF008942-RA","Putative vacuolar assembly/sorting protein did2 [Source:UniProtKB/TrEMBL;Acc:A0A023EJE6]","A0A023EJE6","aae-miR-34-5p",-24.54,1794,1817,166
"AALF020438-RA","serine protease htra2 [Source:Projected from Aedes aegypti (AAEL006373) VB Community Annotation]","A0A023ET05,A0A182H2K1","aae-miR-34-5p",-24.19,107,128,166
"AALF022363-RA","beta-1,4-galactosyltransferase [Source:Projected from Aedes aegypti (AAEL006426) VB Community Annotation]","A0A182H5W3","aae-miR-34-5p",-29.09,652,673,164
"AALF009526-RA","translation initiation factor eif-2b gamma subunit [Source:Projected from Aedes aegypti (AAEL011442) VB Community Annotation]","A0A182GGI8","aae-miR-34-5p",-28.72,168,190,163
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aae-miR-34-5p",-24.35,1914,1937,163
"AALF023286-RA","protein-glutamine gamma-glutamyltransferase [Source:Projected from Aedes aegypti (AAEL006978) VB Community Annotation]","A0A182H7B1","aae-miR-34-5p",-25.1,456,478,162
"AALF005731-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL002390) VB Community Annotation]","A0A182G9G0","aae-miR-34-5p",-24.74,950,970,162
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aae-miR-34-5p",-22.13,4499,4519,162
"AALF000066-RA","peroxisomal n1-acetyl-spermine/spermidine oxidase [Source:Projected from Aedes aegypti lvpagwg (AAEL007523) VB Community Annotation]","A0A182G0L6","aae-miR-34-5p",-26.76,296,317,160
"AALF007997-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL014207) VB Community Annotation]","A0A182GDE4","aae-miR-34-5p",-24.38,361,383,160
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aae-miR-34-5p",-23.01,19381,19401,160
"AALF004132-RA","development and differentiation-enhancing factor, ddef [Source:Projected from Aedes aegypti (AAEL003487) VB Community Annotation]","A0A182G6N6","aae-miR-34-5p",-22.99,1446,1467,160
"AALF012725-RA","Mucin-like peritrophin [Source:Projected from Aedes aegypti lvpagwg (AAEL004798) UniProtKB/TrEMBL;Acc:Q9GPU9]","A0A182GMZ1,A0A1W7R7I5","aae-miR-34-5p",-27.05,466,487,159
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aae-miR-34-5p",-26.75,9001,9022,159
"AALF007885-RA","Alpha-1,4 glucan phosphorylase [Source:UniProtKB/TrEMBL;Acc:A0A023EVY7]","A0A023EVY7","aae-miR-34-5p",-24.57,68,89,157
"AALF020473-RA","cdk4/6 [Source:Projected from Aedes aegypti (AAEL001407) VB Community Annotation]","A0A182H2N0","aae-miR-34-5p",-27.18,54,74,156
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aae-miR-34-5p",-26.05,19127,19148,156
"AALF007727-RA","adaptin, alpha/gamma/epsilon [Source:Projected from Aedes aegypti (AAEL004469) VB Community Annotation]","A0A182GJ46","aae-miR-34-5p",-23.86,1412,1433,156
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aae-miR-34-5p",-27.13,27702,27724,155
"AALF028417-RA","Farnesol dehydrogenase [Source:Projected from Aedes aegypti (AAEL017302) UniProtKB/Swiss-Prot;Acc:D2WKD9]","A0A023EKY6,A0A182HF88","aae-miR-34-5p",-21.43,548,566,154
"AALF014147-RA","Putative glutamate/leucine/phenylalanine/valine dehydrogenase [Source:UniProtKB/TrEMBL;Acc:A0A023ETW6]","A0A023ESQ8,A0A023ETW6","aae-miR-34-5p",-25.67,821,843,153
"AALF013836-RA","acyl-CoA oxidase [Source:Projected from Aedes aegypti (AAEL000735) VB Community Annotation]","A0A182GQA0","aae-miR-34-5p",-24.07,4788,4809,153
"AALF017552-RA","Transporter [Source:UniProtKB/TrEMBL;Acc:A0A182GXE6]","A0A182GXE6","aae-miR-34-5p",-25.33,1464,1484,152
"AALF014760-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GS33]","A0A182GS33,A0A1W7R8J6","aae-miR-34-5p",-23.76,2245,2266,152
"AALF003103-RA","inosine-uridine preferring nucleoside hydrolase [Source:Projected from Aedes aegypti lvpagwg (AAEL002176) VB Community Annotation]","A0A023ERR1,A0A182G521","aae-miR-34-5p",-23.29,485,506,152
"AALF019046-RA","prolyl endopeptidase (prolyl oligopeptidase) [Source:Projected from Aedes aegypti (AAEL009142) VB Community Annotation]","A0A182H044","aae-miR-34-5p",-20.3,983,1004,152
"AALF010617-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL009921) VB Community Annotation]","A0A182GIR7","aae-miR-34-5p",-26.54,1234,1258,151
"AALF016604-RA","Alkaline phosphatase [Source:UniProtKB/TrEMBL;Acc:A0A182GVP0]","A0A023ETY4,A0A023EU01,A0A023EUC1,A0A023EWH8,A0A182GVP0","aae-miR-34-5p",-25.51,542,564,150
"AALF002219-RA","Putative splicing factor [Source:UniProtKB/TrEMBL;Acc:A0A023EIZ6]","A0A023EIZ6","aae-miR-34-5p",-20.83,5816,5836,150
"AALF027416-RA","Alpha-1,4 glucan phosphorylase [Source:UniProtKB/TrEMBL;Acc:A0A182HDR9]","A0A182HDR9","aae-miR-34-5p",-20.38,77,98,150
"AALF007686-RA","synaptojanin [Source:Projected from Aedes aegypti (AAEL011417) VB Community Annotation]","A0A182GCS9","aae-miR-34-5p",-20.75,105,126,148
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aae-miR-34-5p",-19.1,5652,5673,148
"AALF013643-RA","Putative lipid particle [Source:UniProtKB/TrEMBL;Acc:A0A023EBM3]","A0A023EBM3,A0A023EDE2,Q5MIP8","aae-miR-34-5p",-17.36,84,106,148
"AALF013274-RA","cyclin [Source:Projected from Aedes aegypti (AAEL001751) VB Community Annotation]","A0A023EK93,A0A182GP49","aae-miR-34-5p",-27.83,182,203,147
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aae-miR-34-5p",-27.37,18772,18795,147
"AALF000489-RA","DNA-directed RNA polymerase subunit beta [Source:UniProtKB/TrEMBL;Acc:A0A182G171]","A0A182G171","aae-miR-34-5p",-25.52,43,66,147
"AALF016961-RA","Clip-Domain Serine Protease  family B. [Source:Projected from Aedes aegypti (AAEL000074) VB Community Annotation]","A0A023EQN2,A0A023ER34,A0A023ER99,A0A023ETH3,A0A182GWB2,A0A1W7R7W4,A0A1W7R7Y9","aae-miR-34-5p",-23.56,181,203,147
"AALF000018-RA","echinoid [Source:Projected from Aedes aegypti (AAEL004133) VB Community Annotation]","A0A182G0I8","aae-miR-34-5p",-23.32,268,290,147
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aae-miR-34-5p",-23,1270,1288,147
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aae-miR-34-5p",-22.08,14855,14876,147
"AALF001034-RA","Transcription elongation factor SPT5 [Source:UniProtKB/TrEMBL;Acc:A0A182G1W4]","A0A182G1W4","aae-miR-34-5p",-20.83,6775,6796,147
"AALF007684-RA","autophagy related gene DEBCL [Source:Projected from Aedes aegypti (AAEL001515) VB Community Annotation]","A0A023EKK6,A0A023EMR7,A0A182GCS7,A0A1W7R6M9","aae-miR-34-5p",-19.83,11,33,147
"AALF013914-RA","diphthine synthase [Source:Projected from Aedes aegypti (AAEL002808) VB Community Annotation]","A0A023EP32,A0A182GQF1","aae-miR-34-5p",-19.34,30,51,147
"AALF007252-RA","sodium/chloride dependent transporter [Source:Projected from Aedes aegypti lvpagwg (AAEL010883) VB Community Annotation]","A0A182GC06","aae-miR-34-5p",-19.11,590,611,147
"AALF008116-RA","nuclear pore complex protein nup154 [Source:Projected from Aedes aegypti (AAEL001861) VB Community Annotation]","A0A182GDN3","aae-miR-34-5p",-16.56,383,401,147
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aae-miR-34-5p",-18.92,1687,1711,146
"AALF028005-RA","Battenin [Source:UniProtKB/TrEMBL;Acc:A0A182HEM0]","A0A023EST9,A0A023ETJ0,A0A182HEM0","aae-miR-34-5p",-18.56,142,162,146
"AALF000432-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL014206) VB Community Annotation]","A0A182G149","aae-miR-34-5p",-15.03,1134,1155,146
"AALF003603-RA","ga binding protein beta chain (transcription factor e4tf1-47) [Source:Projected from Aedes aegypti (AAEL013278) VB Community Annotation]","A0A182G5U1","aae-miR-34-5p",-25.72,1318,1339,145
"AALF005953-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006075) VB Community Annotation]","A0A182G9T6","aae-miR-34-5p",-20.74,129,150,145
"AALF018376-RA","rab23 [Source:Projected from Aedes aegypti (AAEL001524) VB Community Annotation]","A0A182GYX6","aae-miR-34-5p",-19.96,80,102,144
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aae-miR-34-5p",-19.27,291,313,144
"AALF004698-RA","Dual specificity tyrosine-phosphorylation-regulated kinase [Source:Projected from Aedes aegypti (AAEL001504) VB Community Annotation]","A0A023EP62,A0A182G7L4","aae-miR-34-5p",-18.95,265,287,144
"AALF003622-RA","heparan sulphate n-deacetylase/n-sulfotransferase [Source:Projected from Aedes aegypti (AAEL012539) VB Community Annotation]","A0A182G5V2","aae-miR-34-5p",-22.95,568,590,143
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aae-miR-34-5p",-22.44,21005,21024,143
"AALF009513-RA","Putative mitochondrial carrier protein [Source:UniProtKB/TrEMBL;Acc:A0A023EP22]","A0A023EP22","aae-miR-34-5p",-21.99,185,208,143
"AALF009061-RA","Clip-Domain Serine Protease  family B. [Source:Projected from Aedes aegypti (AAEL000099) VB Community Annotation]","A0A182GFL4,A0A1W7R7B8","aae-miR-34-5p",-20.48,75,96,143
"AALF028503-RA","Defense repressor [Source:Projected from Aedes aegypti (AAEL000590) VB Community Annotation]","A0A023EW89,A0A146BIV4,A0A182HFD4","aae-miR-34-5p",-20.1,173,194,143
"AALF027668-RA","Toll-like receptor [Source:Projected from Aedes aegypti (AAEL007619) VB Community Annotation]","A0A182HE56","aae-miR-34-5p",-19.92,1322,1345,143
"AALF013791-RA","Phosphatidate cytidylyltransferase, mitochondrial [Source:UniProtKB/TrEMBL;Acc:A0A182GQ65]","A0A182GQ65","aae-miR-34-5p",-19.84,12,32,143
"AALF026052-RA","Calcium-transporting ATPase [Source:UniProtKB/TrEMBL;Acc:A0A182HBP1]","A0A182HBP1","aae-miR-34-5p",-19.64,2390,2411,143
"AALF024680-RA","Putative transcription factor nfat subunit nf45 [Source:UniProtKB/TrEMBL;Acc:A0A023ERG4]","A0A023ERG4","aae-miR-34-5p",-19.45,88,110,143
"AALF016161-RA","ancient conserved domain protein 2 (cyclin m2) [Source:Projected from Aedes aegypti (AAEL014059) VB Community Annotation]","A0A023EVD1,A0A182GUV4","aae-miR-34-5p",-17.8,1002,1023,143
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aae-miR-34-5p",-21.9,2762,2785,142
"AALF022020-RA","chaperonin-60kD, ch60 [Source:Projected from Aedes aegypti (AAEL011584) VB Community Annotation]","A0A023EV59,A0A182H5B2","aae-miR-34-5p",-21.84,350,371,142
"AALF026695-RA","Phosphoinositide phospholipase C [Source:UniProtKB/TrEMBL;Acc:A0A182HCQ0]","A0A182HCQ0","aae-miR-34-5p",-20.13,113,134,142
"AALF015276-RA","alanine aminotransferase [Source:Projected from Aedes aegypti (AAEL009872) VB Community Annotation]","A0A023ESN2,A0A182GT39","aae-miR-34-5p",-18.8,96,120,142
"AALF021891-RA","forkhead protein/ forkhead protein domain [Source:Projected from Aedes aegypti (AAEL003163) VB Community Annotation]","A0A182H540","aae-miR-34-5p",-18.01,1910,1928,142
"AALF004562-RA","homeobox protein cdx [Source:Projected from Aedes aegypti (AAEL014557) VB Community Annotation]","A0A023EQ11,A0A182G7D3","aae-miR-34-5p",-22.66,803,822,141
"AALF001505-RA","cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008340) VB Community Annotation]","A0A182G2L9","aae-miR-34-5p",-22.17,78,98,141
"AALF014779-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL013028) VB Community Annotation]","A0A023EUS3,A0A023EW10,A0A182GS49","aae-miR-34-5p",-19.08,1461,1482,141
"AALF027855-RA","udp-glucuronosyltransferase [Source:Projected from Aedes aegypti (AAEL008749) VB Community Annotation]","A0A182HEG5","aae-miR-34-5p",-18.15,523,542,141
"AALF015971-RA","Hipothetical protein [Source:UniProtKB/TrEMBL;Acc:A0A023EQD8]","A0A023EQD8","aae-miR-34-5p",-17.44,18,39,141
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aae-miR-34-5p",-25.87,2587,2608,140
"AALF020210-RA","E3 ubiquitin-protein ligase nedd-4 [Source:Projected from Aedes aegypti (AAEL002536) VB Community Annotation]","A0A182H251","aae-miR-34-5p",-24.41,614,636,140
"AALF012454-RA","Putative mrna cleavage factor i subunit/cpsf subunit [Source:Projected from Aedes aegypti lvpagwg (AAEL017164) UniProtKB/TrEMBL;Acc:A0A0N8ES32]","A0A182GMD7","aae-miR-34-5p",-20.92,85,105,140
"AALF009997-RA","histone deacetylase [Source:Projected from Aedes aegypti (AAEL004416) VB Community Annotation]","A0A182GHI8","aae-miR-34-5p",-20.52,265,286,140
