"mRNA","transcript_product_descrip","uniprot_id","microRNA","energy","targetStart","targetEnd","score"
"AALF015087-RA","protein transport protein sec23 [Source:Projected from Aedes aegypti (AAEL007484) VB Community Annotation]","A0A182GSS4","aal-miR-1175-5p",-26.1,470,491,165
"AALF024512-RA","Post-GPI attachment to proteins factor 3 [Source:UniProtKB/TrEMBL;Acc:A0A182H976]","A0A182H976","aal-miR-1175-5p",-23.13,363,383,162
"AALF006745-RA","dihydrolipoamide succinyltransferase component of 2-oxoglutarate dehydrogenase [Source:Projected from Aedes aegypti (AAEL002764) VB Community Annotation]","A0A023ET33,A0A182GB39","aal-miR-1175-5p",-20.11,545,565,159
"AALF021651-RA","Serine Protease Inhibitor (serpin)  likely cleavage at I/S. Transcript A. [Source:Projected from Aedes aegypti (AAEL013936) VB Community Annotation]","A0A023EVU3,A0A182H4P9","aal-miR-1175-5p",-24.6,122,145,158
"AALF010378-RA","DNA polymerase [Source:UniProtKB/TrEMBL;Acc:A0A182GIA0]","A0A182GIA0","aal-miR-1175-5p",-22.54,1271,1296,157
"AALF025450-RA","V-type proton ATPase subunit a [Source:UniProtKB/TrEMBL;Acc:A0A023EW58]","A0A023EW58","aal-miR-1175-5p",-20.52,129,151,157
"AALF027599-RA","structural maintenance of chromosomes 5 smc5 [Source:Projected from Aedes aegypti (AAEL010913) VB Community Annotation]","A0A182HE17","aal-miR-1175-5p",-18.86,13,33,156
"AALF022521-RA","Coronin [Source:UniProtKB/TrEMBL;Acc:A0A182H655]","A0A182H655","aal-miR-1175-5p",-23.78,16082,16105,155
"AALF025948-RA","Glucosamine-6-phosphate isomerase [Source:UniProtKB/TrEMBL;Acc:A0A182HBI6]","A0A023EP88,A0A182HBI6","aal-miR-1175-5p",-21.26,13596,13616,155
"AALF004459-RA","myosin v [Source:Projected from Aedes aegypti (AAEL009357) VB Community Annotation]","A0A182G783","aal-miR-1175-5p",-19.43,1707,1729,155
"AALF027115-RA","poly a polymerase [Source:Projected from Aedes aegypti (AAEL005356) VB Community Annotation]","A0A182HDC1","aal-miR-1175-5p",-16.5,12210,12230,155
"AALF019709-RA","endo beta n-acetylglucosaminidase [Source:Projected from Aedes aegypti (AAEL010527) VB Community Annotation]","A0A182H197","aal-miR-1175-5p",-28.95,2,26,154
"AALF027460-RA","folate carrier protein [Source:Projected from Aedes aegypti (AAEL006879) VB Community Annotation]","A0A023EIT4,A0A023EN89,A0A182HDU3","aal-miR-1175-5p",-18.05,1694,1716,154
"AALF014779-RA","zinc finger protein [Source:Projected from Aedes aegypti (AAEL013028) VB Community Annotation]","A0A023EUS3,A0A023EW10,A0A182GS49","aal-miR-1175-5p",-23.04,393,414,152
"AALF007477-RA","sugar transporter [Source:Projected from Aedes aegypti (AAEL003808) VB Community Annotation]","A0A023ET97,A0A023EU90,A0A182GCG2","aal-miR-1175-5p",-22.49,56,75,152
"AALF002937-RA","Exocyst complex component [Source:UniProtKB/TrEMBL;Acc:A0A182G4S8]","A0A182G4S8","aal-miR-1175-5p",-19.9,1702,1723,152
"AALF003693-RA","protein phosphatase-5 [Source:Projected from Aedes aegypti (AAEL005080) VB Community Annotation]","A0A182G5Y8","aal-miR-1175-5p",-19.77,1731,1752,152
"AALF013111-RA","MICOS complex subunit MIC13 [Source:UniProtKB/TrEMBL;Acc:A0A023EFH1]","A0A023EDK2,A0A023EFH1","aal-miR-1175-5p",-15.79,2018,2039,152
"AALF017793-RA","circadian protein clock/arnt/bmal/pas [Source:Projected from Aedes aegypti (AAEL002049) VB Community Annotation]","A0A023EV26,A0A182GXV2","aal-miR-1175-5p",-15.54,2924,2944,152
"AALF010390-RA","charged multivesicular body protein 2a [Source:Projected from Aedes aegypti (AAEL001336) VB Community Annotation]","A0A023EK05,A0A182GIB2","aal-miR-1175-5p",-22.07,18,40,151
"AALF020315-RA","vesicle docking protein P115 [Source:Projected from Aedes aegypti (AAEL004756) VB Community Annotation]","A0A023EVB2,A0A182H2B9","aal-miR-1175-5p",-21.17,172,193,151
"AALF008785-RA","srpk [Source:Projected from Aedes aegypti (AAEL008507) VB Community Annotation]","A0A023ETU3,A0A182GF10","aal-miR-1175-5p",-19.2,21333,21354,151
"AALF028549-RA","Galactosylgalactosylxylosylprotein 3-beta-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182HFF5]","A0A182HFF5","aal-miR-1175-5p",-16.9,934,955,151
"AALF012263-RA","Importin subunit alpha [Source:UniProtKB/TrEMBL;Acc:A0A023EW85]","A0A023EW85","aal-miR-1175-5p",-23.44,312,336,150
"AALF015582-RA","retinaldehyde binding protein [Source:Projected from Aedes aegypti (AAEL005701) VB Community Annotation]","A0A182GTN5","aal-miR-1175-5p",-19.21,11484,11505,150
"AALF017552-RA","Transporter [Source:UniProtKB/TrEMBL;Acc:A0A182GXE6]","A0A182GXE6","aal-miR-1175-5p",-18.35,3209,3229,150
"AALF005765-RA","Putative ormdl family [Source:UniProtKB/TrEMBL;Acc:A0A023EH11]","A0A023EFC8,A0A023EH11","aal-miR-1175-5p",-16.49,164,185,150
"AALF017715-RA","arylsulfatase b [Source:Projected from Aedes aegypti (AAEL005134) VB Community Annotation]","A0A182GXP3","aal-miR-1175-5p",-16.04,207,227,150
"AALF023649-RA","sprouty [Source:Projected from Aedes aegypti (AAEL014510) VB Community Annotation]","A0A182H7W6","aal-miR-1175-5p",-15.96,4200,4223,150
"AALF024520-RA","Annexin [Source:UniProtKB/TrEMBL;Acc:A0A182H983]","A0A023EPK6,A0A182H983","aal-miR-1175-5p",-15.11,134,155,150
"AALF017397-RA","WD-repeat protein [Source:Projected from Aedes aegypti (AAEL006552) VB Community Annotation]","A0A182GX40","aal-miR-1175-5p",-22.98,1151,1172,148
"AALF002219-RA","Putative splicing factor [Source:UniProtKB/TrEMBL;Acc:A0A023EIZ6]","A0A023EIZ6","aal-miR-1175-5p",-19.43,5227,5247,148
"AALF021374-RA","rhoGTPase [Source:Projected from Aedes aegypti (AAEL014636) VB Community Annotation]","A0A182H480","aal-miR-1175-5p",-18.54,1849,1870,148
"AALF007937-RA","ubiquitin specific protease [Source:Projected from Aedes aegypti (AAEL010184) VB Community Annotation]","A0A182GDA5","aal-miR-1175-5p",-17.57,2092,2113,148
"AALF021458-RA","brat protein [Source:Projected from Aedes aegypti lvpagwg (AAEL004918) VB Community Annotation]","A0A182H4D2","aal-miR-1175-5p",-17.38,6293,6317,148
"AALF002317-RA","glucosyl/glucuronosyl transferases [Source:Projected from Aedes aegypti (AAEL003076) VB Community Annotation]","A0A023ETG1,A0A182G3U1,A0A1W7R8D2,A0A1W7R8H3,A0A1W7R8K9","aal-miR-1175-5p",-15.28,5116,5136,148
"AALF008894-RA","fatty acid synthase [Source:Projected from Aedes aegypti (AAEL001194) VB Community Annotation]","A0A182GF80","aal-miR-1175-5p",-19.62,581,601,147
"AALF024740-RA","cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008827) VB Community Annotation]","A0A182H9K9","aal-miR-1175-5p",-16.56,647,669,147
"AALF002030-RA","neprilysin [Source:Projected from Aedes aegypti (AAEL009895) VB Community Annotation]","A0A023EVJ3,A0A023EVW7,A0A182G3C1","aal-miR-1175-5p",-14.42,57,78,147
"AALF004530-RA","UDP-glucuronosyltransferase [Source:UniProtKB/TrEMBL;Acc:A0A182G7B7]","A0A182G7B7","aal-miR-1175-5p",-22.91,792,815,146
"AALF020710-RA","amino acid transporter [Source:Projected from Aedes aegypti (AAEL007197) VB Community Annotation]","A0A023ETB6,A0A023EUT6,A0A023EWJ0,A0A182H342","aal-miR-1175-5p",-22.02,1074,1095,146
"AALF013880-RA","high density lipoprotien binding protein / vigilin [Source:Projected from Aedes aegypti (AAEL001421) VB Community Annotation]","A0A023ENA3,A0A023ER27,A0A023ESN0,A0A023EVS8,A0A182GQD7","aal-miR-1175-5p",-20.83,609,629,146
"AALF009373-RA","Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [Source:UniProtKB/TrEMBL;Acc:A0A182GG80]","A0A023EJU9,A0A182GG80","aal-miR-1175-5p",-20.73,6,27,146
"AALF021925-RA","ebna2 binding protein P100 [Source:Projected from Aedes aegypti (AAEL000293) VB Community Annotation]","A0A023EQT0,A0A023EY38,A0A182H564,G8GIC1","aal-miR-1175-5p",-18.99,360,380,146
"AALF020733-RA","pangolin [Source:Projected from Aedes aegypti (AAEL000656) VB Community Annotation]","A0A182H356","aal-miR-1175-5p",-17.24,1560,1580,146
"AALF001505-RA","cell adhesion molecule [Source:Projected from Aedes aegypti (AAEL008340) VB Community Annotation]","A0A182G2L9","aal-miR-1175-5p",-22.97,2277,2298,145
"AALF008040-RA","muscle-specific tyrosine kinase receptor [Source:Projected from Aedes aegypti (AAEL001370) VB Community Annotation]","A0A182GDH7","aal-miR-1175-5p",-20.97,730,751,145
"AALF009002-RA","cell division control protein [Source:Projected from Aedes aegypti (AAEL004477) VB Community Annotation]","A0A182GFG9","aal-miR-1175-5p",-20.94,493,514,145
"AALF001351-RA","Putative cpij006986 conserved protein [Source:UniProtKB/TrEMBL;Acc:A0A023EGL8]","A0A023EGL8","aal-miR-1175-5p",-20.66,75,96,145
"AALF006712-RA","Sulfhydryl oxidase [Source:UniProtKB/TrEMBL;Acc:A0A182GB20]","A0A023EU40,A0A023EVD5,A0A182GB20","aal-miR-1175-5p",-18.73,93,113,145
"AALF027531-RA","Sulfhydryl oxidase [Source:UniProtKB/TrEMBL;Acc:A0A182HDX8]","A0A023EVQ9,A0A182HDX8","aal-miR-1175-5p",-18.73,92,112,145
"AALF003125-RA","4-nitrophenylphosphatase [Source:Projected from Aedes aegypti lvpagwg (AAEL007097) UniProtKB/TrEMBL;Acc:Q0IF18]","A0A182G533","aal-miR-1175-5p",-17.44,47,68,145
"AALF017348-RA","malate dehydrogenase [Source:Projected from Aedes aegypti lvpagwg (AAEL000314) VB Community Annotation]","A0A182GX03","aal-miR-1175-5p",-16.85,6,27,145
"AALF021273-RA","Putative sucrose transporter [Source:UniProtKB/TrEMBL;Acc:A0A023EUC9]","A0A023EUC9,A0A023EVH7","aal-miR-1175-5p",-16.83,70,91,145
"AALF002478-RA","ubiquitination factor E4 [Source:Projected from Aedes aegypti (AAEL006910) VB Community Annotation]","A0A182G419","aal-miR-1175-5p",-16.4,157,178,145
"AALF015949-RA","triacylglycerol lipase [Source:Projected from Aedes aegypti (AAEL005706) VB Community Annotation]","A0A182GUE6","aal-miR-1175-5p",-19.72,1,22,144
"AALF027187-RA","syntenin [Source:Projected from Aedes aegypti (AAEL005391) VB Community Annotation]","A0A023ENS9,A0A182HDG5","aal-miR-1175-5p",-18.47,296,317,144
"AALF007319-RA","E3 ubiquitin-protein ligase [Source:UniProtKB/TrEMBL;Acc:A0A023ENJ2]","A0A023ENJ2","aal-miR-1175-5p",-24.04,1,22,143
"AALF008947-RA","heterogeneous nuclear ribonucleoprotein [Source:Projected from Aedes aegypti lvpagwg (AAEL010467) VB Community Annotation]","A0A023ET39,A0A182GFC6","aal-miR-1175-5p",-22.07,4330,4353,143
"AALF007786-RA","alpha-1,2-Mannosidase [Source:UniProtKB/TrEMBL;Acc:A0A182GD08]","A0A023ESJ7,A0A182GD08","aal-miR-1175-5p",-21.23,118,139,143
"AALF005141-RA","Putative membrane-associated motif in lps-induced tumor necrosis factor alpha factor [Source:UniProtKB/TrEMBL;Acc:A0A023EFK3]","A0A023EFK3","aal-miR-1175-5p",-19.96,152,176,143
"AALF023775-RA","DNA-directed RNA polymerase subunit [Source:UniProtKB/TrEMBL;Acc:A0A182H837]","A0A182H837","aal-miR-1175-5p",-18.34,190,211,143
"AALF012626-RA","Putative fatty acid desaturase [Source:UniProtKB/TrEMBL;Acc:A0A023EQQ3]","A0A023EQQ3","aal-miR-1175-5p",-16.06,25096,25118,143
"AALF021891-RA","forkhead protein/ forkhead protein domain [Source:Projected from Aedes aegypti (AAEL003163) VB Community Annotation]","A0A182H540","aal-miR-1175-5p",-26.03,1224,1249,142
